Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$482.737388,$632.527284,$461.710505,$274.584925,$146.985767,$170.273369,$200.619148,$231.696155,$247.266111,$283.386298,$321.052911,$357.901703,$371.471748,$339.190170,$243.986444,$272.362433,$318.770923,$320.419011,$313.618441,$355.651484,$410.251319,$467.379593,$581.010244,$699.041376,$887.639735,$936.790321,"$1,127.835236","$1,363.725290","$1,566.009745","$1,815.440238","$1,984.508670","$2,125.459057","$2,309.049076","$2,439.463355","$2,553.361866","$2,598.505523","$2,593.355097","$2,535.623434","$2,088.377182"
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$958.460577,$770.953665,$789.850392,"$1,279.180626","$1,560.198708","$2,079.646174","$2,468.819841","$2,959.560851","$3,393.503399","$3,834.856217","$4,127.320054","$4,091.994007","$3,994.861144","$4,021.177263","$4,307.100827","$4,458.108580","$4,625.304247","$4,630.009214","$4,665.962801","$5,162.032959","$5,957.696754","$7,149.791498","$7,695.245415","$7,914.109568","$8,500.180563","$8,255.209211","$7,665.379692","$7,802.751368","$8,172.299476","$8,679.897422","$9,225.845155","$8,925.421860","$5,599.957523","$4,136.146575",nan
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$301.876470,$303.858806,$302.881887,$242.449937,$287.274692,$290.541215,$323.841226,$377.951629,$456.144700,$452.745229,$497.020365,$573.526422,$644.455577,$717.635753,$713.734882,$699.662947,$722.131227,$706.892692,$700.037039,$665.878448,$597.529692,$675.663186,$754.532877
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$6,821.874017","$7,368.032884","$7,623.931967","$6,745.925687","$6,164.341276","$5,396.375074","$5,785.113755","$6,262.489468","$5,471.086891","$7,112.671615","$7,424.353472","$6,465.622203","$3,789.205270","$4,738.828475","$5,823.637943","$8,108.052608","$10,060.361040","$11,158.112270","$13,921.899230","$9,560.803808","$11,611.358600","$7,784.133214","$15,765.419790","$12,589.529710","$9,408.752546","$7,867.515731","$7,945.006050","$10,529.116270","$11,838.298710","$10,542.429020","$7,034.658365","$5,908.951323","$6,716.095985"
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$1,400.692003","$1,569.251987","$1,452.789620","$1,534.078457","$1,925.217083","$2,142.691539","$2,522.068096","$2,745.690566","$3,098.439562","$3,464.880118","$4,073.264627","$4,253.914269","$4,603.702186","$4,608.599312","$4,740.295984","$5,008.027430","$5,123.686514","$5,184.337012","$5,593.748414","$5,825.067308","$5,846.975502","$5,558.069371","$5,562.457123","$6,055.967957","$6,494.600349","$6,866.092387","$7,618.905420","$7,975.792541","$8,528.682085","$8,259.322338","$8,672.128999","$9,110.751810","$9,231.661827","$9,542.713574","$10,007.186890","$10,290.350480","$10,574.302600","$11,270.432900","$11,563.872070","$11,726.677150","$8,458.075063","$9,414.137741","$11,481.496720"
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,$384.765743,$398.020679,$424.035990,$419.208668,$453.567344,$474.517696,$508.750473,$505.560431,$528.899642,$576.161081,$613.201238,$667.361049,$732.576380,$951.291119,"$1,204.212479","$1,233.752249","$1,322.023543","$1,418.638259","$1,661.990631","$1,822.624977","$2,166.809346","$2,421.291395","$2,198.135101","$1,885.680031","$1,943.726242","$1,883.846098","$1,870.109556","$1,968.619328","$2,118.380308","$2,295.453807","$2,677.525692","$2,790.422875","$2,972.306027","$3,383.809017","$3,774.524969","$3,983.984798","$4,241.894073","$4,577.020064","$4,546.592280","$4,041.427148","$4,398.042482","$4,243.413067","$3,758.838202","$3,786.150864","$4,306.601982","$5,142.165707","$5,949.035123","$6,928.065905","$7,965.661070","$7,403.604428","$9,083.541644","$10,224.397120","$10,221.926060","$10,363.643870","$10,458.759050","$8,652.439965","$8,363.884187","$9,202.644828","$8,920.943817","$8,713.543646","$7,344.060922","$8,413.260117","$9,474.467688"
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$286.510641,$281.617252,$269.668985,$249.799936,$242.509859,$247.247784,$259.522343,$278.073495,$298.925178,$314.945934,$356.677323,$378.403142,$288.386911,$277.922213,$238.710892,$268.870608,$289.686991,$297.530134,$294.689864,$295.104535,$330.128576,$314.929878,$334.380316,$365.422644,$411.652467,$474.165547,$536.824579,$628.648109,$750.055407,$737.951702,$818.454391,$928.010942,$950.889516,"$1,011.223772","$1,060.760412","$1,003.222655","$1,016.080926","$1,104.794664","$1,063.209130","$1,089.871778","$1,082.600221","$1,151.781836","$1,259.141200"
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$352.172007,$358.095735,$353.831868,$335.308139,$322.884531,$318.650140,$359.516588,$405.913508,$351.740719,$379.912083,$461.117491,$507.582271,$357.591450,$363.540842,$346.028120,$380.271668,$411.419953,$431.328154,$430.112358,$426.041705,$487.481211,$474.539717,$496.246486,$525.677421,$599.637241,$697.269389,$782.046543,$911.052003,"$1,062.161407","$1,059.198690","$1,158.035751",$819.716819,$756.661901,$752.721539,$790.080514,$772.240785,$743.603669,$800.556409,$659.119784,$681.746858,$653.673818,$682.782669,$741.244363
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$4,272.339171","$4,874.740487","$5,712.078332","$7,457.141887","$8,568.798699","$10,698.613550","$11,636.886610","$12,750.204580","$18,050.488240","$20,440.896350","$21,385.404020","$20,186.531880","$20,323.747930","$20,112.212950","$19,024.258920","$19,752.608270","$28,696.120880","$38,227.043470","$41,574.494380","$39,495.849390","$49,418.003660","$50,883.181700","$55,142.714810","$55,747.221720","$63,984.264810","$78,618.475610","$79,905.957600","$72,344.683500","$77,033.195890","$81,683.455500","$75,210.155440","$74,658.453940","$79,797.521290","$90,317.748210","$100,710.620100","$105,751.526900","$114,652.212300","$130,908.408200","$143,540.573400","$126,261.432100","$141,466.875400","$158,603.603900","$149,461.708900","$173,659.496500","$179,467.506900","$167,809.212700","$165,845.928800","$170,875.739900","$175,286.619300","$167,259.160300","$165,284.497100","$184,083.321400",nan
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,$144.101854,$144.102950,$139.685110,$117.962312,$121.564641,$153.899851,$155.001224,$160.700349,$152.053066,$162.184392,$185.367133,$187.228285,$197.757935,$218.350981,$266.396851,$277.489086,$258.179437,$289.885904,$189.609348,$229.190922,$269.319962,$290.536744,$308.882785,$330.040071,$380.749442,$371.509781,$392.524361,$403.826131,$416.029654,$411.243744,$466.897657,$516.769326,$550.542444,$579.990197,$650.553562,$716.800768,$758.506417,$818.028796,$850.985655,$838.563643,$869.753489,$832.427320,$865.302139,$978.168646,"$1,060.136943","$1,240.518312","$1,423.190623","$1,611.175582","$2,007.026660","$2,053.766445","$2,836.974098","$3,248.040215","$3,351.892489","$3,643.832449","$3,885.623610","$3,990.353123","$4,107.829762","$4,388.201908","$4,360.584742","$4,082.694048","$3,852.389968","$3,994.246958","$3,354.383408"
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,$97.294914,$100.545462,$99.748167,$108.365463,$118.846856,$125.339503,$112.638567,$117.586965,$122.864374,$133.180094,$143.888584,$148.562710,$157.462448,$187.577865,$240.113346,$259.022761,$278.896522,$310.706956,$334.292438,$381.713275,$444.774883,$522.829616,$523.360644,$510.370698,$488.366805,$510.646199,$537.459245,$515.630483,$509.419668,$490.960727,$514.020253,$467.096081,$478.845903,$455.566557,$474.076311,$526.872382,$576.600943,$586.349662,$573.673338,$590.656509,$601.113227,$606.719487,$627.221934,$703.707692,$807.479490,$925.803493,"$1,070.739784","$1,298.937904","$1,440.836734","$1,434.781896","$1,690.256779","$1,902.819414","$1,971.997157","$1,982.570293","$2,052.757262","$1,969.272102","$2,035.511341","$2,156.091532","$2,178.182325","$2,235.391816","$2,123.382318","$2,404.551794","$2,542.199938"
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,$146.426324,$143.158272,$144.117737,$152.175666,$166.475789,$179.803359,$182.000960,$182.135344,$187.813748,$205.019232,$219.663257,$230.840713,$252.485030,$314.719740,$390.451377,$423.211785,$445.294011,$490.399407,$534.522473,$606.756520,$700.786399,$771.380620,$744.652820,$704.912995,$711.472080,$722.799248,$737.779763,$751.877057,$779.130490,$797.789590,$901.189296,$854.669092,$867.042297,$909.706512,$966.862453,"$1,067.521963","$1,151.360893","$1,199.318959","$1,143.667284","$1,103.016272","$1,187.345034","$1,180.671130","$1,193.044071","$1,325.095343","$1,550.635861","$1,820.376703","$2,130.794548","$2,596.034543","$3,065.047207","$2,958.375319","$3,552.482048","$4,136.003014","$4,340.914714","$4,534.205040","$4,626.717722","$4,329.836030","$4,312.051252","$4,680.477890","$4,900.346408","$4,957.610752","$4,729.766987","$5,520.318450","$5,793.343949"
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,$46.866638,$46.918413,$53.346498,$58.135919,$62.262102,$63.797608,$63.862761,$64.490688,$64.476906,$66.775354,$67.162920,$72.159458,$73.742324,$106.714856,$128.343793,$122.974350,$117.518970,$149.343150,$200.245941,$211.944720,$306.564798,$299.956984,$234.306619,$252.689979,$211.765427,$166.159723,$192.107371,$237.070465,$271.319692,$280.352929,$331.523789,$384.980542,$447.149143,$443.167286,$459.662701,$518.021239,$483.920732,$505.938840,$467.587948,$457.704330,$443.949928,$412.962296,$388.367489,$580.937271,$761.181039,$850.775271,$910.618541,$848.023687,$885.618057,$866.445690,"$1,104.800538","$1,265.863867","$1,205.860003","$1,141.361038","$1,165.050705","$1,113.868632",$986.265257,"$1,062.712399","$1,162.978792","$1,094.499438",$939.504249,"$1,040.308623","$1,107.395298"
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,$171.493638,$158.959272,$159.816742,$170.445840,$183.151857,$201.461617,$219.097560,$215.215054,$214.070059,$233.142173,$259.217944,$281.492178,$316.475427,$399.610010,$461.215198,$498.606922,$528.836205,$604.235227,$619.694244,$726.597122,$819.238384,$847.400062,$848.833273,$768.357962,$790.997307,$843.579385,$884.792742,$919.463755,$987.635399,"$1,037.841900","$1,102.223856","$1,089.507602","$1,095.844970","$1,130.958086","$1,268.635076","$1,542.859315","$1,685.163999","$1,747.574752","$1,669.272498","$1,529.739349","$1,666.723742","$1,710.562239","$1,801.212296","$2,039.127267","$2,435.129377","$2,918.744577","$3,499.412858","$4,379.990897","$5,409.588899","$5,193.379036","$6,209.421946","$7,520.804513","$7,991.706227","$8,544.867854","$8,812.358160","$8,213.692387","$8,182.503779","$9,021.942413","$9,839.704010","$9,979.374237","$9,720.858450","$11,554.286880","$12,074.477020"
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$2,167.792582","$2,327.434857","$2,830.278071","$3,166.666533","$3,113.179060","$3,293.229979","$3,525.793632","$4,141.592702","$5,499.428989","$6,700.327192","$7,854.765279","$9,230.707981","$12,285.447050","$14,944.996650","$11,820.776160","$11,987.508410","$14,376.947860","$14,367.709420","$15,729.652470","$16,551.018200","$14,263.964580","$15,008.313240","$16,885.407390","$19,186.359590","$19,598.400870","$20,363.924410","$23,712.535780","$24,826.791040"
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,"$2,242.015817","$2,222.366366","$2,311.798849","$2,441.038555","$2,755.633117","$2,780.092719","$2,900.433218","$2,909.660629","$3,175.367369","$3,658.900683","$4,298.033897","$4,435.398008","$5,486.720628","$7,447.213018","$8,966.728959","$8,701.304731","$9,490.690312","$10,486.335790","$13,034.388210","$15,204.330820","$16,531.114900","$13,837.129980","$12,590.976800","$12,374.030420","$12,126.939200","$12,481.965840","$18,149.869250","$22,443.431460","$25,219.354280","$26,618.069580","$33,465.478210","$35,747.337800","$39,570.861570","$40,066.724250","$43,933.235440","$51,032.349640","$50,444.359120","$46,641.640880","$47,445.381080","$50,872.449270","$48,659.598880","$48,440.142020","$53,005.733920","$65,689.321450","$76,544.917090","$80,988.137620","$90,788.800490","$107,475.320300","$120,422.137900","$109,419.747000","$110,885.991400","$119,025.057200","$112,584.676300","$120,000.140700","$123,678.702100","$105,462.012600","$106,899.293500","$110,193.213800","$116,786.511700","$112,621.821300","$117,370.496900","$133,590.147000","$126,426.089900"
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$2,329.576733","$2,431.709000","$2,683.241368","$2,973.534843","$3,151.577018","$3,361.640869","$3,578.001900","$4,136.933297","$5,145.195232","$6,378.666521","$7,594.902384","$9,723.446902","$14,113.529130","$16,467.143690","$12,331.928550","$11,420.994000","$13,338.962240","$13,847.337940","$15,007.491860","$15,742.391340","$13,786.456800","$14,331.751590","$15,695.115150","$17,865.031090","$17,945.222220","$18,207.139640","$21,080.177450","$21,851.105200"
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$4,450.850271","$4,255.401013","$4,715.848864","$4,734.349033","$5,115.696320","$6,278.622575","$7,053.673646","$8,020.683769","$9,269.649022","$10,390.048600","$13,197.533080","$14,881.606340","$16,233.406420","$17,764.546380","$17,751.536500","$17,652.589740","$16,232.526400","$15,387.528700","$15,684.779550","$15,622.703050","$16,393.743050","$17,828.953600","$22,381.922960","$24,886.581890","$29,637.766450","$35,782.861090","$39,745.762220","$39,754.974490","$50,676.389190","$64,528.360140","$74,111.605820","$86,853.473420","$90,873.602490","$73,220.631730","$71,919.052670","$78,985.632290","$84,923.308760","$83,183.472390","$37,646.495650","$43,873.417160","$31,617.501900"
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$21,344.590320",nan,nan,"$21,920.018050",nan,nan,nan,nan,nan,nan,nan,nan
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,$172.599320,$167.165299,$191.220200,$208.087372,$213.755981,$219.482788,$208.522934,$214.980865,$224.749466,$244.286652,$257.729645,$276.508148,$313.998261,$376.779327,$452.060364,$516.602661,$537.808533,$604.343506,$705.193298,$825.642700,"$1,097.664917",$874.786926,$847.325806,$758.467529,$675.016541,$666.715820,$846.905884,$928.498108,"$1,076.092773","$1,081.965332","$1,219.424561","$1,282.579590","$1,317.329956","$1,217.429077","$1,348.539063","$1,455.950317","$1,585.722778","$1,416.900391","$1,658.471802","$1,627.135132","$1,492.377075","$1,500.363403","$1,590.487305","$1,936.090088","$2,177.798828","$2,237.576172","$2,433.212646","$2,751.423340","$3,180.170654","$3,118.141602","$3,067.851807","$3,302.453125","$3,164.004639","$3,377.643555","$3,430.534668","$3,139.228271","$3,132.952148","$3,288.502686","$3,492.672363","$3,498.582520","$3,258.104980","$3,795.386963","$3,527.941895"
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$12,075.561110","$13,313.754080","$16,170.209060","$20,857.015980","$22,323.635130","$27,892.297220","$28,393.694950","$30,914.218710","$37,680.704080","$45,088.257190","$50,898.618540","$44,171.163520","$41,461.903740","$39,040.621080","$36,516.174050","$37,589.859290","$51,942.325880","$62,342.223570","$67,132.228280","$66,830.136680","$81,813.315770","$81,157.490460","$88,883.126640","$82,982.208060","$87,041.173430","$99,430.496640","$98,926.473120","$88,844.538940","$91,110.522560","$89,741.166870","$81,764.256800","$82,410.874510","$90,152.904380","$111,308.706300","$127,736.944700","$130,818.950700","$143,289.121300","$184,626.729200","$204,097.210000","$168,922.740100","$161,780.747500","$179,369.293500","$165,497.072200","$185,055.487400","$195,772.673000","$170,338.600400","$174,606.493800","$173,611.784300","$194,287.093300","$199,382.781200","$182,537.304600","$234,317.084800",nan
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$593.586593,$575.145455,$657.292135,$578.734628,$399.499819,$440.538684,$507.404076,$570.799866,$682.319096,$897.178495,"$1,034.391977","$1,183.024784","$1,531.216189","$2,110.553118","$1,898.439683","$2,436.799359","$2,941.362119","$3,044.808479","$3,321.043917","$3,289.167846","$2,749.913038","$2,847.635069","$3,454.954690","$4,156.957500","$4,404.950422","$4,376.242493","$5,235.636044","$5,562.613625"
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,$132.670284,$134.293094,$138.362478,$138.459331,$142.536192,$144.203832,$151.650046,$156.805047,$164.526757,$163.773332,$167.455010,$175.354897,$190.267133,$227.426388,$255.942983,$295.698864,$274.266520,$287.844970,$316.287257,$398.464188,$581.328137,$516.908193,$505.224623,$481.151404,$390.008173,$369.261185,$410.636007,$295.018266,$284.600429,$275.263201,$330.843525,$265.793708,$294.293435,$312.078933,$262.146128,$276.736802,$344.464947,$288.449381,$288.635938,$271.942982,$285.466463,$325.460301,$310.929711,$359.534385,$277.507827,$311.793127,$330.522670,$427.836329,$522.830622,$455.407374,$459.375408,$516.902539,$504.173738,$526.688020,$517.136183,$455.638035,$464.616158,$503.498059,$512.543991,$512.279666,$462.404229,$503.352081,$505.035528
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$257.531377,$263.943564,$274.527383,$322.460743,$593.875665,$668.078337,$719.392847,$691.402110,$798.041833,$869.583569,$955.933667,"$1,052.753659","$1,191.271151","$1,311.467946","$1,411.631723","$1,545.223056","$1,707.021759","$1,889.026176","$1,972.623404","$2,118.721495","$2,209.988231","$3,028.050748","$3,069.039872","$3,539.801547","$4,060.534405","$3,789.232024","$5,010.163424","$5,746.644258","$6,743.130961","$6,719.330257","$7,158.061411","$7,409.331704","$7,447.415454","$8,222.558022","$8,872.128664","$9,434.311910","$9,640.319191","$10,063.003710","$10,823.610480","$11,118.526230","$7,282.372916","$10,366.256780","$11,817.523930"
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,$343.296633,$369.126469,$405.682525,$466.846563,$549.957834,$723.779381,"$1,313.429150","$1,409.069816","$1,722.803798","$1,938.301338","$2,010.554891","$2,562.606376","$3,214.127112","$3,213.593119","$3,099.796357","$3,038.542762","$3,000.088559","$2,982.408870","$2,969.063895","$2,651.677354","$2,441.127212","$2,463.494353","$3,144.384358","$2,140.301328","$2,276.435572","$2,258.907068","$2,332.265767","$2,571.665074","$2,844.448204","$2,929.038452","$2,820.375091","$2,996.121806","$3,284.459850","$3,203.091803","$3,128.342497","$3,405.981437","$3,940.491266","$4,636.555852","$5,308.192352","$6,119.527670","$7,442.681915","$6,567.651331","$7,498.590764","$8,295.284785","$8,794.730605","$8,471.774776","$8,345.566715","$7,217.651557","$7,158.049311","$7,337.224176","$7,561.201139","$7,444.621285","$6,579.370987","$7,694.855169","$8,949.396779"
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,$359.545059,$378.212027,$392.934591,$424.189634,$485.800050,$511.020744,$550.469883,$581.729450,$622.425063,$666.743385,$706.313186,$755.332488,$844.172882,"$1,000.941723","$1,264.361514","$1,499.355567","$1,470.191055","$1,315.599214","$1,600.762549","$2,039.164795","$3,036.355012","$3,810.310142","$2,612.680420","$2,166.577006","$2,506.899971","$2,607.668695","$1,765.263985","$1,902.462224","$2,302.021954","$2,759.476480","$3,196.919872","$3,756.852597","$4,272.788266","$5,778.907809","$5,976.494075","$4,002.158718","$4,487.263190","$5,370.244638","$5,555.711857","$6,230.697201","$7,232.910681","$7,613.142978","$7,650.931864","$7,120.372121","$7,525.487461","$8,321.859856","$9,125.387739","$9,719.927864","$10,119.821060","$8,104.922573","$9,399.964709","$10,341.500240","$10,376.090500","$10,865.687290","$11,076.134110","$9,753.400562","$8,875.082069","$9,434.378179","$9,857.007487","$10,145.152630","$8,654.997325","$10,045.676370","$11,091.305430"
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$933.802944,"$1,010.095751","$1,160.500347","$1,205.865855","$1,126.199887","$1,381.523429","$1,495.251887","$1,618.055715","$1,618.164844","$1,704.258692","$1,753.490744","$1,896.553160","$2,032.138771","$2,168.358748","$2,371.306852","$2,150.995382","$2,114.397036","$2,111.944173","$2,123.682060","$2,127.240705","$2,257.254700","$2,417.392102","$2,411.291359","$2,442.079544","$2,533.564606","$2,633.286600","$2,773.418705","$2,712.373644","$2,810.533092","$3,001.319829","$3,238.887316","$3,445.315403","$3,611.699642","$3,672.680934","$3,703.649059","$4,153.117176","$4,507.622862","$4,769.190459","$5,188.971114","$5,567.972727","$6,172.145065","$6,727.799562"
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,$150.125172,$146.738603,$147.102198,$153.982645,$171.200804,$184.491586,$186.367904,$186.982936,$192.886918,$210.463063,$225.960932,$237.259049,$259.813835,$324.633591,$403.153973,$436.229379,$459.440750,$505.298367,$550.076709,$626.327325,$725.332382,$800.464753,$772.186214,$731.090556,$739.242350,$751.905337,$765.024456,$776.750594,$810.214246,$828.641530,$934.290343,$881.724366,$905.505708,$951.490826,"$1,014.631525","$1,121.084971","$1,209.870447","$1,260.884337","$1,201.779506","$1,159.023438","$1,246.291443","$1,240.843653","$1,253.621460","$1,395.622877","$1,635.787175","$1,922.577580","$2,255.492167","$2,754.320320","$3,256.353357","$3,143.086443","$3,788.503993","$4,464.777508","$4,701.042728","$4,918.907845","$5,022.064557","$4,701.528023","$4,690.374073","$5,098.307611","$5,363.870643","$5,433.458434","$5,191.849695","$6,078.453807","$6,388.158169"
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"$2,299.044329","$2,424.907674","$1,207.542898","$1,343.315289","$1,795.553103","$2,372.543692","$2,327.730787","$1,959.560738","$1,875.816616","$1,915.392799","$1,861.899007","$1,823.022668","$1,989.135383","$2,440.478815","$2,795.897375","$3,072.679612","$3,362.970716","$4,079.390434","$4,841.253622","$4,584.712431","$4,577.689576","$5,098.094701","$4,728.313079","$5,241.053639","$5,495.731400","$4,861.556160","$5,149.586764","$5,450.497035","$6,108.739131","$6,070.388054","$5,965.450232","$6,694.641126","$6,591.471292"
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,$46.785195,$57.546982,$56.075074,$58.465463,$63.256458,$76.666955,$87.321652,$82.010192,$124.222255,$137.966595,$151.375297,$172.870534,$221.031517,$238.680482,$204.301103,$173.297004,$165.027285,$153.538842,$170.036076,$222.226156,$246.701536,$251.702599,$248.665554,$299.821616,$298.568689,$304.027871,$296.458015,$214.362646,$272.795032,$274.422409,$260.355966,$274.974397,$315.171468,$263.498384,$299.412175,$326.966659,$381.948546,$427.717320,$473.995047,$506.911839,$579.257140,$676.127001,$680.649958,$688.327866,$810.182557,$753.392137,$778.797053,$818.430342,$723.504205,$750.051809,$795.682802,$856.356596,$840.175746,$822.906137,$881.510089,$833.297255
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,$828.421680,$874.066336,$975.758801,"$1,143.620203","$1,245.361225","$1,560.112154","$1,726.559448","$2,037.897337","$2,558.740255","$3,195.552586","$3,948.403126","$3,898.243037","$3,788.050632","$3,527.040000","$3,332.885357","$3,322.421283","$4,194.653939","$5,083.669139","$5,814.364771","$6,040.609862","$7,191.923603","$7,558.277383","$8,220.245518","$7,296.310144","$8,000.518005","$9,171.061035","$9,438.557327","$9,724.337970","$10,273.451810","$10,720.905880","$11,083.012800","$11,081.008040","$11,853.189750","$13,772.220720","$15,243.159010","$15,866.142150","$16,723.877680","$19,485.950610","$22,205.282750","$21,083.125920","$21,798.902930","$23,155.114840","$22,526.655780","$24,769.449600","$26,753.260130","$24,921.677900","$25,623.855630","$28,823.345760","$31,566.358110","$31,506.556840","$29,196.977750","$34,218.214740","$33,940.949600"
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,$26.318449,$26.983496,$28.434172,$20.018579,$16.577652,$12.786964,$12.900238,$20.395642,$20.682296,$21.220872,$20.038664,$22.223529,$22.870928,$33.630011,$37.189382,$37.347918,$31.702217,$28.488350,$28.015702,$30.197915,$31.218546,$37.495814,$40.289049,$37.464196,$35.542328,$42.320940,$37.872972,$35.827366,$42.411951,$50.782948,$52.535813,$53.738848,$67.237678,$90.264448,$113.788169,$132.638827,$128.105720,$103.626838,$125.302258,$150.407829,$135.179706,$131.467354,$165.258695,$198.376924,$221.865907,$246.692496,$321.828348,$472.260590,$600.931617,$765.241889,"$1,086.838467","$1,161.305962","$1,195.937800","$1,238.728710","$1,224.562368","$1,161.861818","$1,175.202555","$1,274.915663","$1,295.201487","$1,477.452905","$1,210.540688","$1,095.701790"
